username,game_url,game_index,event_index,opportunity_cp,target_pawns,t_turns_engine,converted_actual,t_turns_actual,opponent_move_ply_index,opponent_move_san,opponent_move_uci,best_reply_san,best_reply_uci,fen_before,fen_after,pv_moves,pv_evals,eval_before,white_player,black_player,player_color,time_control,game_result,end_time
key_kay,Chess.com,10,0,125,1,15,1,9,24,f4,f2f4,Bxc3,b4c3,2r1k2r/pp3ppp/1qn1pnb1/3pN3/1b1P2P1/2N1P2P/PP3PB1/R1BQ1RK1 w k - 3 13,2r1k2r/pp3ppp/1qn1pnb1/3pN3/1b1P1PP1/2N1P2P/PP4B1/R1BQ1RK1 b k - 0 13,b4c3|b2c3|g6e4|e5f3|e8g8|a2a4|f8e8|c1a3|c6a5|a3b4|a5c6|g4g5|c6b4|a4a5|b6b5,-110|-104|-101|-94|-95|-102|-99|-98|-91|-81|-84|-85|-89|-90|-102,-100,glindios,key_kay,black,180,0-1,2026.01.08 04:49:09
key_kay,Chess.com,10,1,401,4,9,1,7,46,Qxe4,f4e4,Rxe3,e2e3,5rk1/pp3pp1/1q4p1/4P3/4pQ2/4P2P/P3r3/R3BRK1 w - - 0 24,5rk1/pp3pp1/1q4p1/4P3/4Q3/4P2P/P3r3/R3BRK1 b - - 0 24,e2e3|e4b4|e3e1|b4b6|e1f1|g1f1|a7b6|a1b1|f8e8,-185|-179|-190|-177|-197|-188|-173|-180|-192,-175,glindios,key_kay,black,180,0-1,2026.01.08 04:49:09
key_kay,Chess.com,10,2,142,1,5,1,5,48,Bf2,e1f2,Rxe4,e3e4,5rk1/pp3pp1/1q4p1/4P3/4Q3/4r2P/P7/R3BRK1 w - - 0 25,5rk1/pp3pp1/1q4p1/4P3/4Q3/4r2P/P4B2/R4RK1 b - - 1 25,e3e4|f2b6|a7b6|a1e1|e4e1,-347|-316|-343|-391|-405,-331,glindios,key_kay,black,180,0-1,2026.01.08 04:49:09
key_kay,Chess.com,10,3,142,1,7,1,5,64,a4,a2a4,Kg7,g8g7,4r1k1/1p6/1p2P1p1/4Rpp1/8/5K1P/P7/8 w - - 0 33,4r1k1/1p6/1p2P1p1/4Rpp1/P7/5K1P/8/8 b - - 0 33,g8g7|f3g3|g7f6|e5d5|e8e6|g3f2|f6g7,-504|-454|-441|-451|-479|-494|-509,-484,glindios,key_kay,black,180,0-1,2026.01.08 04:49:09
key_kay,Chess.com,11,0,123,1,7,1,25,21,Be6,c8e6,Bxe6,b3e6,r1bq1r2/ppp2ppk/1n1b1n1p/4p3/4P3/1BNP1NQ1/PPP3PP/R1B2RK1 b - - 7 11,r2q1r2/ppp2ppk/1n1bbn1p/4p3/4P3/1BNP1NQ1/PPP3PP/R1B2RK1 w - - 8 12,b3e6|f7e6|g3h3|h7g8|h3e6|f8f7|c1e3,213|216|214|215|224|218|223,182,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,11,1,103,1,9,1,9,37,Qc8,d8c8,Qxc8,h3c8,r2q1r2/ppp2ppk/7p/8/2P1Pp2/2NPb2Q/1PP3PP/R4R1K b - - 0 19,r1q2r2/ppp2ppk/7p/8/2P1Pp2/2NPb2Q/1PP3PP/R4R1K w - - 1 20,h3c8|a8c8|c3d5|f7f5|d5e7|c8d8|e7f5|e3b6|g2g3,148|162|171|170|135|179|171|165|184,178,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,11,2,186,1,13,1,7,55,Kh5,g6h5,cxb5,c4b5,r1r5/8/2p2Rkp/pp4p1/2P1P3/3P4/1PP2RPP/7K b - - 1 28,r1r5/8/2p2R1p/pp4pk/2P1P3/3P4/1PP2RPP/7K w - - 2 29,c4b5|c6b5|h2h3|c8h8|h1h2|a5a4|f6b6|a8c8|e4e5|c8g8|b6b5|g8b8|b5b8,468|482|473|479|455|488|494|503|528|523|524|553|529,459,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,11,3,156,1,5,0,,79,Rf5,d5f5,g4+,g2g4,8/4r3/2R1P2p/3r2pk/3PR3/2P4P/6P1/7K b - - 2 40,8/4r3/2R1P2p/5rpk/3PR3/2P4P/6P1/7K w - - 3 41,g2g4|h5g6|g4f5|g6f5|e4e2,716|698|676|711|707,699,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,11,4,110,1,15,0,,83,Rd1,f1d1,d5,d4d5,8/4r3/2R1P2p/6pk/2PPR3/7P/6PK/5r2 b - - 2 42,8/4r3/2R1P2p/6pk/2PPR3/7P/6PK/3r4 w - - 3 43,d4d5|h5g6|d5d6|e7e8|d6d7|e8e7|e4e5|g6f6|e5d5|d1d5|c4d5|e7d7|e6d7|f6e5|d7d8q,731|721|714|1048|1148|859|844|1426|1547|1132|1141|1680|1422|10000|10000,704,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,11,5,257,2,17,0,,87,Re8,e7e8,d7,d6d7,8/4r3/2RPP1kp/6p1/2P1R3/7P/6PK/3r4 b - - 0 44,4r3/8/2RPP1kp/6p1/2P1R3/7P/6PK/3r4 w - - 1 45,d6d7|e8e7|c4c5|g6f5|c6d6|d1d6|c5d6|e7g7|e6e7|g5g4|e4g4|g7g4|h3g4|f5e4|e7e8q|e4d4|d7d8q,1133|992|1077|1230|1139|1127|1238|1454|10000|10000|10000|10000|10000|10000|10000|10000|10000,1036,key_kay,RomantiChesss,white,180,1-0,2026.01.08 04:54:03
key_kay,Chess.com,13,0,146,1,3,1,3,24,Nxg6,e5g6,hxg6,h7g6,2r1k2r/pp3ppp/1qn1pnb1/3pN3/3P1B2/bPP4P/P2NBPP1/R2Q1RK1 w k - 3 13,2r1k2r/pp3ppp/1qn1pnN1/3p4/3P1B2/bPP4P/P2NBPP1/R2Q1RK1 b k - 0 13,h7g6|a1b1|a3e7,27|28|35,30,jerkielleee,key_kay,black,180,0-1,2026.01.08 05:14:20
key_kay,Chess.com,13,1,156,1,5,1,5,26,Nf3,d2f3,Bb2,a3b2,2r1k2r/pp3pp1/1qn1pnp1/3p4/3P1B2/bPP4P/P2NBPP1/R2Q1RK1 w k - 0 14,2r1k2r/pp3pp1/1qn1pnp1/3p4/3P1B2/bPP2N1P/P3BPP1/R2Q1RK1 b k - 1 14,a3b2|c3c4|c6d4|a1b1|b2c3,-109|-128|-122|-128|-132,-120,jerkielleee,key_kay,black,180,0-1,2026.01.08 05:14:20
key_kay,Chess.com,13,2,190,1,5,1,5,30,a3,a2a3,Nxd4,c6d4,2r1k2r/pp3pp1/1qn1pnp1/3p4/3P1B2/1Pb2N1P/P3BPP1/1R1Q1RK1 w k - 0 16,2r1k2r/pp3pp1/1qn1pnp1/3p4/3P1B2/PPb2N1P/4BPP1/1R1Q1RK1 b k - 0 16,c6d4|f3d4|c3d4|e2b5|e8e7,-336|-335|-332|-324|-327,-330,jerkielleee,key_kay,black,180,0-1,2026.01.08 05:14:20
key_kay,Chess.com,13,3,258,2,3,1,3,34,Bb5,e2b5,Qxf4,d4f4,2r1k2r/pp3pp1/2n1pnp1/3p4/3q1B2/PP5P/4BPP1/1R1Q1RK1 w k - 0 18,2r1k2r/pp3pp1/2n1pnp1/1B1p4/3q1B2/PP5P/5PP1/1R1Q1RK1 b k - 1 18,d4f4|b3b4|e8g8,-553|-540|-556,-530,jerkielleee,key_kay,black,180,0-1,2026.01.08 05:14:20
key_kay,Chess.com,14,0,514,5,15,0,,42,g4,g3g4,Nf4,g6f4,1b4rk/pp1b1prp/1q2p1n1/3p1p1Q/3P3N/2PBN1PP/PP3P2/1R2R2K w - - 0 22,1b4rk/pp1b1prp/1q2p1n1/3p1p1Q/3P2PN/2PBN2P/PP3P2/1R2R2K b - - 0 22,g6f4|h5h6|f4d3|e1e2|b6d8|g4f5|b8f4|h6h5|g7g5|h5f7|g5g7|f7g7|g8g7|e3g2|f4g5,-581|-593|-593|-633|-566|-584|-578|-568|-582|-608|-592|-608|-614|-608|-586,-578,bedstuyking,key_kay,black,180,0-1,2026.01.08 05:17:14
key_kay,Chess.com,15,0,169,1,3,1,3,31,Bxc3,b4c3,bxc3,b2c3,2kr3r/1pp1n1pp/p4p2/4p1P1/Bb1nP3/2NP4/PPPB2P1/2KR3R b - - 0 16,2kr3r/1pp1n1pp/p4p2/4p1P1/B2nP3/2bP4/PPPB2P1/2KR3R w - - 0 17,b2c3|d4e2|c1b2,126|126|143,128,key_kay,Cezar_C,white,180,0-1,2026.01.08 05:20:47
key_kay,Chess.com,15,1,665,6,31,1,39,55,Nxg4,e5g4,Be6+,b3e6,2k2r2/1pp3p1/p6p/4n1p1/4P1P1/1BPP1p2/PP1K4/5R2 b - - 2 28,2k2r2/1pp3p1/p6p/6p1/4P1n1/1BPP1p2/PP1K4/5R2 w - - 0 29,b3e6|c8d8|e6g4|f8h8|g4f3|h6h5|f1h1|g7g6|d3d4|h8f8|d2e3|g5g4|f3g2|d8e7|h1f1|f8f1|g2f1|g6g5|e4e5|a6a5|e3e4|h5h4|e4f5|h4h3|f5g4|h3h2|f1g2|c7c6|g4g5|e7e6|g5f4,416|399|413|438|424|417|413|413|430|443|441|434|438|422|448|457|442|447|458|555|572|661|713|699|714|665|626|733|793|730|805,419,key_kay,Cezar_C,white,180,0-1,2026.01.08 05:20:47
key_kay,Chess.com,15,2,214,2,7,1,13,81,h4+,h5h4,Kxg4,g3g4,2B5/2p5/1p3k2/p5pp/P2PP1p1/1PP3K1/8/8 b - - 1 41,2B5/2p5/1p3k2/p5p1/P2PP1pp/1PP3K1/8/8 w - - 0 42,g3g4|f6e7|e4e5|c7c6|g4g5|b6b5|g5h4,760|811|898|869|922|894|941,787,key_kay,Cezar_C,white,180,0-1,2026.01.08 05:20:47
key_kay,Chess.com,17,0,458,4,7,1,25,37,Ng7,e8g7,Qh6,d2h6,2rqnrk1/5p1p/p2bb1p1/1p1p4/3B4/2P2NNP/PP1Q1PP1/4RRK1 b - - 3 19,2rq1rk1/5pnp/p2bb1p1/1p1p4/3B4/2P2NNP/PP1Q1PP1/4RRK1 w - - 4 20,d2h6|g7e8|f3g5|d8g5|h6g5|f7f6|g5d2,573|568|564|581|573|570|568,573,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,1,835,8,17,1,35,41,Bxg3,d6g3,Ng5,f3g5,2rq1rk1/6np/p2bbppQ/1p1p4/3B4/2P2NNP/PP2RPP1/5RK1 b - - 1 21,2rq1rk1/6np/p3bppQ/1p1p4/3B4/2P2NbP/PP2RPP1/5RK1 w - - 0 22,f3g5|g3h2|g1h1|f8e8|h6h7|g8f8|e2e6|e8e6|h7h8|f8e7|h8g7|e7d6|g5f7|d6d7|f7d8|e6e7|g7g6,866|869|876|844|869|859|868|850|865|857|842|798|808|809|828|808|819,883,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,2,180,1,3,1,3,45,Nxd4,f5d4,Nxd4,f3d4,2rq1rk1/7p/p3bpp1/1p1p1n2/3B1Q2/2P2NPP/PP2R1P1/5RK1 b - - 2 23,2rq1rk1/7p/p3bpp1/1p1p4/3n1Q2/2P2NPP/PP2R1P1/5RK1 w - - 0 24,f3d4|e6f7|f4f6,278|241|289,269,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,3,214,2,25,1,7,53,Qc7,d8c7,Re7,e2e7,2rq4/3b1rkp/p4pp1/1p1Q4/3N4/2P3PP/PP2R1P1/4R1K1 b - - 0 27,2r5/2qb1rkp/p4pp1/1p1Q4/3N4/2P3PP/PP2R1P1/4R1K1 w - - 1 28,e2e7|c8f8|g1h2|c7c8|b2b3|h7h5|h3h4|d7g4|c3c4|b5c4|b3c4|c8b8|c4c5|a6a5|c5c6|b8b4|e7f7|f8f7|e1e8|b4a3|d4b5|f7f8|b5a3|f8e8|d5a5,451|424|451|453|451|482|512|467|480|497|488|517|532|557|625|628|546|577|521|637|668|621|626|615|611,459,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,4,179,1,7,1,17,77,Kg3,g4g3,Re6,b6e6,4r3/8/1R3p2/6p1/3N2k1/2P5/PP4P1/6K1 b - - 2 39,4r3/8/1R3p2/6p1/3N4/2P3k1/PP4P1/6K1 w - - 3 40,b6e6|e8d8|e6e4|d8d4|c3d4|g5g4|e4e3,799|770|751|828|773|10000|849,738,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,5,769,7,7,0,,91,g4,g5g4,Rxe8,e4e8,4r3/8/8/6p1/4Rp2/2P3k1/PP1N2P1/5K2 b - - 1 46,4r3/8/8/8/4Rpp1/2P3k1/PP1N2P1/5K2 w - - 0 47,e4e8|f4f3|g2f3|g3f4|f3g4|f4g3|g4g5,10000|10000|10000|10000|10000|10000|10000,1149,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,6,154,1,11,0,,103,Kxf4,g3f4,a5,a4a5,8/8/8/8/P4R2/2P2Pk1/1P6/5K2 b - - 0 52,8/8/8/8/P4k2/2P2P2/1P6/5K2 w - - 0 53,a4a5|f4g3|f1e2|g3f4|a5a6|f4e5|a6a7|e5d5|a7a8q|d5e5|a8c6,923|1224|1275|1302|10000|1252|10000|1373|10000|10000|10000,849,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,17,7,400,4,7,0,,107,Ke4,f3e4,Ke2,f1e2,8/8/P7/8/8/2P2k2/1P6/5K2 b - - 0 54,8/8/P7/8/4k3/2P5/1P6/5K2 w - - 1 55,f1e2|e4d5|a6a7|d5d6|a7a8q|d6c5|e2d3,1211|10000|10000|1161|10000|10000|10000,10000,key_kay,joeyfabellar,white,180,1/2-1/2,2026.01.08 05:30:36
key_kay,Chess.com,18,0,225,2,33,1,25,23,Qf6,d8f6,Bg5,e3g5,r2q1rk1/2pb1ppp/p1nbp1n1/1p6/4P3/1B1PBN2/PPP1N1PP/R2Q1RK1 b - - 5 12,r4rk1/2pb1ppp/p1nbpqn1/1p6/4P3/1B1PBN2/PPP1N1PP/R2Q1RK1 w - - 6 13,e3g5|f6b2|a2a3|h7h6|a1a2|b2a2|b3a2|h6g5|f3g5|d6e7|d1d2|c6e5|d2e3|e5g4|e3g3|e7g5|g3g4|g5e7|g4h5|c7c5|f1f3|e7d6|f3h3|f8c8|h5h7|g8f8|h3f3|g6e5|f3f1|f8e7|h7g7|e7d8|f1f7,211|198|211|204|197|208|194|209|194|218|183|214|225|237|252|241|220|248|224|275|252|233|239|296|294|284|298|265|280|273|291|297|321,200,key_kay,BADABIMBADABOUM,white,180,1-0,2026.01.08 05:37:03
key_kay,Chess.com,18,1,108,1,7,1,15,33,Ng4,e5g4,Bg5,e3g5,3r1rk1/2pbqppp/p1n1p3/1p2n3/3PP3/1BP1BNP1/PP2Q1P1/R4RK1 b - - 0 17,3r1rk1/2pbqppp/p1n1p3/1p6/3PP1n1/1BP1BNP1/PP2Q1P1/R4RK1 w - - 1 18,e3g5|f7f6|g5f4|g8h8|f4c7|d8c8|c7b6,202|193|200|204|202|204|210,206,key_kay,BADABIMBADABOUM,white,180,1-0,2026.01.08 05:37:03
key_kay,Chess.com,18,2,143,1,5,1,5,51,Rd7,d8d7,Nxf5,h4f5,3r1rk1/4q1pp/p1b1p3/1p2Pp2/3P3N/1B4P1/PP1Q2P1/R4RK1 b - - 2 26,5rk1/3rq1pp/p1b1p3/1p2Pp2/3P3N/1B4P1/PP1Q2P1/R4RK1 w - - 3 27,h4f5|f8f5|f1f5|c6d5|b3d5,573|589|590|593|599,568,key_kay,BADABIMBADABOUM,white,180,1-0,2026.01.08 05:37:03
key_kay,Chess.com,18,3,380,3,5,0,,53,Rfd8,f8d8,Nxf5,h4f5,5rk1/3rq1pp/p1b1p3/1p2Pp2/3P3N/1B4P1/PP1Q2P1/2R2RK1 b - - 4 27,3r2k1/3rq1pp/p1b1p3/1p2Pp2/3P3N/1B4P1/PP1Q2P1/2R2RK1 w - - 5 28,h4f5|c6b7|f5e7|d7e7|d2g5,819|867|836|909|864,798,key_kay,BADABIMBADABOUM,white,180,1-0,2026.01.08 05:37:03
key_kay,Chess.com,19,0,459,4,39,1,11,38,Bxf6+,g5f6,Bxf6,e7f6,r2q2rk/1p2bp2/2p1pnp1/p5B1/2B1PP2/3P3P/PPP2Q2/2KR2R1 w - - 0 20,r2q2rk/1p2bp2/2p1pBp1/p7/2B1PP2/3P3P/PPP2Q2/2KR2R1 b - - 0 20,e7f6|d3d4|b7b5|c4e2|g8g7|a2a3|g7h7|e2f3|d8b6|c1b1|a8b8|d1d3|h7h6|g1g4|b6c7|e4e5|f6e7|f2g2|b5b4|a3a4|c6c5|d4d5|c5c4|d5d6|c7c5|d3d1|e7d8|h3h4|c5e3|g2e2|e3e2|f3e2|b8c8|d1h1|c4c3|g4g3|c3b2|h4h5|d8b6,186|172|192|183|184|186|202|189|193|200|186|200|198|218|224|204|206|233|242|248|246|271|267|266|265|252|247|279|275|247|250|233|254|250|249|236|262|239|261,190,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,1,443,4,15,1,9,40,h4,h3h4,Bd4,f6d4,r2q2rk/1p3p2/2p1pbp1/p7/2B1PP2/3P3P/PPP2Q2/2KR2R1 w - - 0 21,r2q2rk/1p3p2/2p1pbp1/p7/2B1PP1P/3P4/PPP2Q2/2KR2R1 b - - 0 21,f6d4|f2d2|d8b6|d2h2|b6b2|c1d2|b7b5|c4e6|b2c3|d2e2|d4g1|h2g1|f7e6|g1g5|g8g7,-235|-319|-348|-349|-377|-350|-395|-359|-387|-405|-397|-395|-408|-405|-415,-256,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,2,137,1,7,1,7,42,f5,f4f5,Qd4,d8d4,r2q2r1/1p3pk1/2p1pbp1/p7/2B1PP1P/3P4/PPP2Q2/2KR2R1 w - - 1 22,r2q2r1/1p3pk1/2p1pbp1/p4P2/2B1P2P/3P4/PPP2Q2/2KR2R1 b - - 0 22,d8d4|f2d4|f6d4|f5e6|d4g1|d1g1|f7e6,0|12|7|0|5|3|0,-3,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,3,681,6,3,1,3,46,c3,c2c3,Qxf2,d4f2,r5r1/1p3pk1/2p2bp1/p4P2/2Bq3P/3P4/PPP2Q2/2KR2R1 w - - 1 24,r5r1/1p3pk1/2p2bp1/p4P2/2Bq3P/2PP4/PP3Q2/2KR2R1 b - - 0 24,d4f2|f5g6|f7g6,-518|-512|-515,-512,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,4,168,1,9,0,,72,Ka2,a1a2,Rg2,g7g2,8/1p3kr1/2pq1b2/p7/8/P1P5/1P6/K4R1R w - - 3 37,8/1p3kr1/2pq1b2/p7/8/P1P5/KP6/5R1R b - - 4 37,g7g2|h1g1|d6e6|a2a1|e6e2|f1f6|f7f6|g1b1|g2f2,-603|-768|-861|-827|-770|-1061|-10000|-10000|-10000,-636,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,5,327,3,23,0,,74,Kb1,a2b1,Qd3+,d6d3,8/5kr1/2pq1b2/pp6/8/P1P5/KP6/5R1R w - - 0 38,8/5kr1/2pq1b2/pp6/8/P1P5/1P6/1K3R1R b - - 1 38,d6d3|b1a1|d3e2|f1e1|e2g2|a1b1|b5b4|h1f1|b4c3|b2c3|g2g6|b1c1|g6g3|f1g1|g3c3|c1d1|g7g1|e1g1|c3a1|d1e2|a1g1|e2f3|g1f1,-801|-656|-647|-661|-619|-687|-721|-1237|-1118|-1184|-1203|-1137|-10000|-10000|-1265|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000,-911,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,6,446,4,13,0,,76,axb4,a3b4,Qd3+,d6d3,8/5kr1/2pq1b2/p7/1p6/P1P5/1P6/1K3R1R w - - 0 39,8/5kr1/2pq1b2/p7/1P6/2P5/1P6/1K3R1R b - - 0 39,d6d3|b1a2|a5b4|f1e1|b4c3|e1d1|d3c2|d1d7|f7e6|h1e1|e6d7|e1d1|c2d1,-976|-811|-890|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000,-913,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
key_kay,Chess.com,19,7,370,3,11,0,,78,cxb4,c3b4,Qd3+,d6d3,8/5kr1/2pq1b2/8/1p6/2P5/1P6/1K3R1R w - - 0 40,8/5kr1/2pq1b2/8/1P6/8/1P6/1K3R1R b - - 0 40,d6d3|b1c1|d3e2|f1f5|e2b2|c1d1|b2b1|d1e2|b1f5|e2e3|g7g3,-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000|-10000,-803,Trump012025,key_kay,black,180,0-1,2026.01.10 22:13:52
jtkms,Chess.com,21,0,174,1,5,1,7,9,Qc6,f6c6,Bb5,f1b5,rnb1k1nr/pppp1ppp/5q2/2bN4/3pP3/5N2/PPP2PPP/R1BQKB1R b KQkq - 1 5,rnb1k1nr/pppp1ppp/2q5/2bN4/3pP3/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,f1b5|c6g6|d5c7|e8d8|c7a8,411|413|387|409|405,409,jtkms,kevkev44,white,300,1-0,2026.01.04 20:56:58
jtkms,Chess.com,21,1,243,2,5,1,5,11,Qxb5,c6b5,Nxc7+,d5c7,rnb1k1nr/pppp1ppp/2q5/1BbN4/3pP3/5N2/PPP2PPP/R1BQK2R b KQkq - 3 6,rnb1k1nr/pppp1ppp/8/1qbN4/3pP3/5N2/PPP2PPP/R1BQK2R w KQkq - 0 7,d5c7|e8f8|c7b5|b8c6|f3d4,653|663|653|659|653,667,jtkms,kevkev44,white,300,1-0,2026.01.04 20:56:58
jtkms,Chess.com,21,2,124,1,3,1,3,27,Nb4,c6b4,Qxe4,e2e4,1Bb2k1r/p2p2pp/1pn1p3/2b5/3pn3/5N2/PPP1QPPP/R4RK1 b - - 1 14,1Bb2k1r/p2p2pp/1p2p3/2b5/1n1pn3/5N2/PPP1QPPP/R4RK1 w - - 2 15,e2e4|f8e8|a2a3,745|759|757,743,jtkms,kevkev44,white,300,1-0,2026.01.04 20:56:58
jtkms,Chess.com,21,3,268,2,3,1,3,39,Ne3,c2e3,fxe3,f2e3,2b1k2r/p2p2pp/1p2p3/2b5/3p3Q/P4NB1/1Pn2PPP/2R2RK1 b - - 1 20,2b1k2r/p2p2pp/1p2p3/2b5/3p3Q/P3nNB1/1P3PPP/2R2RK1 w - - 2 21,f2e3|h7h6|h4h5,1013|1056|1035,994,jtkms,kevkev44,white,300,1-0,2026.01.04 20:56:58
jtkms,Chess.com,21,4,128,1,5,1,13,41,dxe3,d4e3,Qh5+,h4h5,2b1k2r/p2p2pp/1p2p3/2b5/3p3Q/P3PNB1/1P4PP/2R2RK1 b - - 0 21,2b1k2r/p2p2pp/1p2p3/2b5/7Q/P3pNB1/1P4PP/2R2RK1 w - - 0 22,h4h5|e8d8|c1c5|h8f8|g3h4,10000|1213|10000|10000|10000,10000,jtkms,kevkev44,white,300,1-0,2026.01.04 20:56:58
jtkms,Chess.com,22,0,112,1,3,1,23,19,Nxd4,c6d4,Bxd5,f3d5,r3kbnr/1p3ppp/1qn1p3/p2p4/3P4/P1N2B1P/1PP2PP1/R1BQ1RK1 b kq - 0 10,r3kbnr/1p3ppp/1q2p3/p2p4/3n4/P1N2B1P/1PP2PP1/R1BQ1RK1 w kq - 0 11,f3d5|g8e7|c1e3,132|146|138,126,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,1,361,3,23,0,,27,Qd6,c5d6,Nb5,c3b5,r3kbnr/1p3ppp/4p3/p1qp4/8/P1N1Q2P/1PP2PP1/R1B2RK1 b kq - 4 14,r3kbnr/1p3ppp/3qp3/p2p4/8/P1N1Q2P/1PP2PP1/R1B2RK1 w kq - 5 15,c3b5|d6c6|a3a4|a8d8|c1d2|b7b6|b5d4|c6c4|f1e1|f8e7|d2c3|g8f6|d4f5|f6e4|f5g7|e8d7|e3b6|e4c3|b2c3|e7d6|b6a5|d8a8|a5b5,0|0|0|-8|0|0|0|53|65|64|69|67|62|62|71|47|73|33|40|48|26|41|31,-18,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,2,255,2,17,0,,29,Qe7,d6e7,Qc3,e3c3,r3kbnr/1p3ppp/3qp3/pN1p4/8/P3Q2P/1PP2PP1/R1B2RK1 b kq - 6 15,r3kbnr/1p2qppp/4p3/pN1p4/8/P3Q2P/1PP2PP1/R1B2RK1 w kq - 7 16,e3c3|a8d8|c1e3|d8d7|e3b6|f7f6|f1e1|e8f7|a1d1|e7e8|b5c7|e8c8|c3a5|f8d6|c7e6|g8e7|a5b5,258|237|240|278|244|259|252|277|234|277|252|257|269|264|269|275|281,262,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,3,543,5,5,0,,31,Qf6,e7f6,Nc7+,b5c7,r3kbnr/1p2qppp/4p3/pN1p4/8/P3Q2P/1PPB1PP1/R4RK1 b kq - 8 16,r3kbnr/1p3ppp/4pq2/pN1p4/8/P3Q2P/1PPB1PP1/R4RK1 w kq - 9 17,b5c7|e8d7|c7a8|f6d8|a8b6,575|573|566|571|590,564,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,4,133,1,3,1,3,39,O-O,e8g8,Bxa5,d2a5,1r2k2r/1p3ppp/4pn2/pNbp4/8/P6P/1PPB1PP1/R4RK1 b k - 3 20,1r3rk1/1p3ppp/4pn2/pNbp4/8/P6P/1PPB1PP1/R4RK1 w - - 4 21,d2a5|b8a8|a5b4,-44|-47|-42,-49,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,5,274,2,3,0,,45,Nd2,e4d2,Bxb8,e5b8,1r3rk1/5ppp/1p2p3/1NbpB3/4n3/P6P/1PP2PP1/R4RK1 b - - 3 23,1r3rk1/5ppp/1p2p3/1NbpB3/8/P6P/1PPn1PP1/R4RK1 w - - 4 24,e5b8|f8b8|f1e1,237|229|220,224,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
jtkms,Chess.com,22,6,178,1,39,0,,55,Ra8,b8a8,Nb5,d4b5,1r4k1/5ppp/1p2p3/3pb3/1P1N4/P6P/2P2PP1/3R1K2 b - - 4 28,r5k1/5ppp/1p2p3/3pb3/1P1N4/P6P/2P2PP1/3R1K2 w - - 5 29,d4b5|g8f8|c2c3|f8e7|d1a1|a8c8|f1e2|c8c4|e2d3|e7d7|a3a4|c4b4|a1e1|b4e4|e1e4|d5e4|d3e4|e5d6|b5d4|d6c5|f2f4|d7d6|g2g4|c5d4|e4d4|f7f6|h3h4|g7g6|d4c4|e6e5|f4e5|d6e5|c4b5|f6f5|g4f5|g6f5|b5b6|f5f4|a4a5,8|3|0|2|1|0|10|11|3|0|1|3|0|0|0|2|0|0|0|0|0|-4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,jtkms,l0lito69,white,300,0-1,2026.01.05 03:55:41
