username,game_url,game_index,event_index,opportunity_kind,opportunity_cp,mate_in,target_pawns,t_turns_engine,converted_actual,t_turns_actual,opponent_move_ply_index,opponent_move_san,opponent_move_uci,best_reply_san,best_reply_uci,fen_before,fen_after,pv_moves,pv_evals,eval_before,white_player,black_player,player_color,time_control,game_result,end_time,converted_by_resignation,excluded_overlap,overlap_owner_ply,overlap_owner_event
k2f4x,https://www.chess.com/game/live/147647575994,2,0,cp,146,,1,1,1,1,4,Be2,f1e2,Bxe4,b7e4,rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP1BPPP/RNBQK1NR b KQkq - 2 3,b7e4,-66,-81,bemo0106,k2f4x,black,180,1-0,2026.01.06 05:34:27,0,0,,
k2f4x,https://www.chess.com/game/live/147647515256,0,0,cp,104,,1,5,1,,22,fxe4,f3e4,Ne5,d7e5,r2qk2r/pb1nnpbp/1p2p1p1/2p5/4p3/P1PP1PPP/1P1NN1B1/R1BQK2R w KQkq - 0 12,r2qk2r/pb1nnpbp/1p2p1p1/2p5/4P3/P1PP2PP/1P1NN1B1/R1BQK2R b KQkq - 0 12,d7e5|e2f4|g6g5|f4h5|e5d3,-252|-240|-215|-227|-220,152,mintygit,k2f4x,black,180,0-1,2026.01.06 05:31:30,1,0,,
k2f4x,https://www.chess.com/game/live/147647515256,0,1,cp,195,,1,1,0,,24,Qc2,d1c2,Qxd3,d8d3,r2qk2r/pb2npbp/1p2p1p1/2p1n3/4P3/P1PP2PP/1P1NN1B1/R1BQK2R w KQkq - 1 13,r2qk2r/pb2npbp/1p2p1p1/2p1n3/4P3/P1PP2PP/1PQNN1B1/R1B1K2R b KQkq - 2 13,d8d3,-437,252,mintygit,k2f4x,black,180,0-1,2026.01.06 05:31:30,0,0,,
k2f4x,https://www.chess.com/game/live/147647515256,0,2,cp,196,,1,1,1,,28,Qxd3,c2d3,Qxd3,d8d3,r2qk2r/p3npbp/bp2p1p1/2p5/2P1P3/P2n2PP/1PQNN1B1/R1B1K2R w KQkq - 0 15,r2qk2r/p3npbp/bp2p1p1/2p5/2P1P3/P2Q2PP/1P1NN1B1/R1B1K2R b KQkq - 0 15,d8d3,-601,409,mintygit,k2f4x,black,180,0-1,2026.01.06 05:31:30,1,0,,
k2f4x,https://www.chess.com/game/live/147647543604,1,0,cp,135,,1,3,0,,17,Qe7,d8e7,Bxf6,g5f6,rnbqk2r/ppp3pp/5n2/3p2B1/3Pp3/2P2P2/P3Q1PP/R3KBNR b KQkq - 0 9,rnb1k2r/ppp1q1pp/5n2/3p2B1/3Pp3/2P2P2/P3Q1PP/R3KBNR w KQkq - 1 10,g5f6|e7f6|f3e4,-21|-19|-18,-163,k2f4x,AneudySFF,white,180,1-0,2026.01.06 05:32:53,0,0,,
k2f4x,https://www.chess.com/game/live/147647543604,1,1,cp,165,,1,1,1,1,21,Qxe2+,e4e2,Nxe2,g1e2,rnb1k2r/ppp3pp/5B2/3p4/3Pq3/2P5/P3Q1PP/R3KBNR b KQkq - 0 11,rnb1k2r/ppp3pp/5B2/3p4/3P4/2P5/P3q1PP/R3KBNR w KQkq - 0 12,g1e2,109,-19,k2f4x,AneudySFF,white,180,1-0,2026.01.06 05:32:53,0,1,17,0
k2f4x,https://www.chess.com/game/live/147673809888,7,0,cp,100,,1,1,1,1,13,Qxd1+,d8d1,Rxd1,a1d1,rnbq1rk1/ppp1ppbp/5np1/4P1B1/2P5/2N5/PP3PPP/R2QKBNR b KQ - 0 7,rnb2rk1/ppp1ppbp/5np1/4P1B1/2P5/2N5/PP3PPP/R2qKBNR w KQ - 0 8,a1d1,-19,-111,k2f4x,iambluemaster7,white,180,1-0,2026.01.06 19:04:20,0,0,,
k2f4x,https://www.chess.com/game/live/147673809888,7,1,cp,123,,1,7,1,13,17,Bxe5,g7e5,Nf3,g1f3,rnb2rk1/ppp1ppbp/6p1/3NP1B1/2P3n1/8/PP3PPP/3RKBNR b K - 2 9,rnb2rk1/ppp1pp1p/6p1/3Nb1B1/2P3n1/8/PP3PPP/3RKBNR w K - 0 10,g1f3|e5d6|h2h3|c7c6|d5e7|d6e7|g5e7,100|112|100|94|87|89|93,-33,k2f4x,iambluemaster7,white,180,1-0,2026.01.06 19:04:20,0,0,,
k2f4x,https://www.chess.com/game/live/147673809888,7,2,cp,192,,1,1,1,1,25,Nxd1,f2d1,Bxf8,e7f8,rnb2rk1/ppN1Bp1p/6p1/2b5/8/5N2/PP3nPP/3RKB1R b K - 0 13,rnb2rk1/ppN1Bp1p/6p1/2b5/8/5N2/PP4PP/3nKB1R w K - 0 14,e7f8,324,137,k2f4x,iambluemaster7,white,180,1-0,2026.01.06 19:04:20,0,0,,
k2f4x,https://www.chess.com/game/live/147673809888,7,3,cp,286,,2,1,1,1,27,Nxb2,d1b2,Bxf8,c5f8,rnb2rk1/ppN2p1p/6p1/2B5/8/5N2/PP4PP/3nKB1R b K - 0 14,rnb2rk1/ppN2p1p/6p1/2B5/8/5N2/Pn4PP/4KB1R w K - 0 15,c5f8,491,221,k2f4x,iambluemaster7,white,180,1-0,2026.01.06 19:04:20,0,0,,
k2f4x,https://www.chess.com/game/live/147673512540,4,0,cp,143,,1,33,0,,13,e6,e7e6,e5,e4e5,rn1qkb1r/ppp1pppp/5nb1/8/3PP3/2N3P1/PPP3BP/R1BQK1NR b KQkq - 2 7,rn1qkb1r/ppp2ppp/4pnb1/8/3PP3/2N3P1/PPP3BP/R1BQK1NR w KQkq - 0 8,e4e5|f6d5|c3d5|e6d5|g1h3|c7c5|c2c4|c5d4|e1g1|b8d7|e5e6|f7e6|h3f4|e6e5|f4g6|h7g6|g2d5|d8b6|c1g5|d7f6|d1a4|e8d8|b2b4|d4d3|g1h1|b6d4|d5b7|a8b8|a4a5|d8d7|a5b5|d7d8|f1f6,129|142|139|138|126|142|137|157|162|157|180|172|151|164|170|168|187|188|192|171|197|165|182|202|174|212|233|225|243|224|248|227|266,0,k2f4x,sonicbelt,white,180,0-1,2026.01.06 18:56:26,0,0,,
k2f4x,https://www.chess.com/game/live/147673512540,4,1,cp,389,,3,1,0,,29,Qb6,d8b6,Bxg5,d2g5,r2qk2r/pp1n1pp1/2p3p1/3pP1b1/3P4/2P3P1/PP1B2BP/R2Q1RK1 b kq - 3 15,r3k2r/pp1n1pp1/1qp3p1/3pP1b1/3P4/2P3P1/PP1B2BP/R2Q1RK1 w kq - 4 16,d2g5,559,132,k2f4x,sonicbelt,white,180,0-1,2026.01.06 18:56:26,0,1,13,0
k2f4x,https://www.chess.com/game/live/147673512540,4,2,cp,310,,3,5,0,,33,Nxe5,d7e5,Rae1,a1e1,r3k2r/pp1n1pp1/1qp3p1/3pP3/3P4/2P3P1/PP1Q2BP/R4RK1 b kq - 0 17,r3k2r/pp3pp1/1qp3p1/3pn3/3P4/2P3P1/PP1Q2BP/R4RK1 w kq - 0 18,a1e1|f7f6|g1h1|e8c8|d4e5,436|455|435|442|432,145,k2f4x,sonicbelt,white,180,0-1,2026.01.06 18:56:26,0,1,13,0
k2f4x,https://www.chess.com/game/live/147673512540,4,3,cp,235,,2,1,0,,41,Rh8,h3h8,dxe5,d4e5,r3k3/ppq3p1/2p2pp1/3pn3/3P4/2P3Pr/PP1Q2KP/R3R3 b q - 1 21,r3k2r/ppq3p1/2p2pp1/3pn3/3P4/2P3P1/PP1Q2KP/R3R3 w q - 2 22,d4e5,-115,-346,k2f4x,sonicbelt,white,180,0-1,2026.01.06 18:56:26,0,1,13,0
k2f4x,https://www.chess.com/game/live/147673512540,4,4,cp,101,,1,1,0,,43,O-O-O,e8c8,dxe5,d4e5,r3k2r/ppq3p1/2p2pp1/3pn3/3P1Q2/2P3P1/PP4KP/R3R3 b q - 3 22,2kr3r/ppq3p1/2p2pp1/3pn3/3P1Q2/2P3P1/PP4KP/R3R3 w - - 4 23,d4e5,-124,-229,k2f4x,sonicbelt,white,180,0-1,2026.01.06 18:56:26,0,1,13,0
k2f4x,https://www.chess.com/game/live/147684181000,11,0,cp,182,,1,23,1,,11,Kd7,e8d7,Bf4,c1f4,rnb1kbnr/ppp2ppp/8/3N4/4p3/8/PPP2PPP/R1B1KBNR b KQkq - 0 6,rnb2bnr/pppk1ppp/8/3N4/4p3/8/PPP2PPP/R1B1KBNR w KQ - 1 7,c1f4|f8d6|e1c1|d7c6|f4d6|c7d6|a2a4|c6d7|g1e2|g8e7|d5c3|f7f5|h1g1|g7g6|g2g4|b8c6|g4f5|e7f5|e2g3|d7c7|c3d5|c7b8|g3e4,142|130|133|136|124|135|132|137|135|131|114|116|136|124|131|127|148|123|127|131|141|130|128,-57,k2f4x,danielisaacgarciazagal,white,180,1-0,2026.01.07 00:45:03,1,0,,
k2f4x,https://www.chess.com/game/live/147684181000,11,1,cp,477,,4,5,1,,19,a6,a7a6,Nb6+,d5b6,r1b3nr/pp1k1ppp/2np4/1B1N4/4p3/8/PPP2PPP/2KR2NR b - - 3 10,r1b3nr/1p1k1ppp/p1np4/1B1N4/4p3/8/PPP2PPP/2KR2NR w - - 0 11,d5b6|d7e7|b5c6|b7c6|b6a8,474|493|466|481|481,13,k2f4x,danielisaacgarciazagal,white,180,1-0,2026.01.07 00:45:03,1,0,,
k2f4x,https://www.chess.com/game/live/147684181000,11,2,cp,401,,4,3,1,,21,bxc6,b7c6,Nb6+,d5b6,r1b3nr/1p1k1ppp/p1Bp4/3N4/4p3/8/PPP2PPP/2KR2NR b - - 0 11,r1b3nr/3k1ppp/p1pp4/3N4/4p3/8/PPP2PPP/2KR2NR w - - 0 12,d5b6|d7c7|b6a8,404|406|369,-1,k2f4x,danielisaacgarciazagal,white,180,1-0,2026.01.07 00:45:03,1,0,,
k2f4x,https://www.chess.com/game/live/147684203470,12,0,cp,148,,1,1,1,1,4,g3,g2g3,Bxe4,b7e4,rn1qkbnr/pbpppppp/1p6/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,rn1qkbnr/pbpppppp/1p6/8/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 3,b7e4,-78,-73,Tzc1996,k2f4x,black,180,0-1,2026.01.07 00:46:07,0,0,,
k2f4x,https://www.chess.com/game/live/147684203470,12,1,cp,261,,2,1,1,1,28,Nc5,a4c5,Nxc5,d7c5,r2q1rk1/1b1nnpbp/p3p1p1/1p1p4/N2P4/1P3NP1/1BP2PBP/R2QR1K1 w - - 0 15,r2q1rk1/1b1nnpbp/p3p1p1/1pNp4/3P4/1P3NP1/1BP2PBP/R2QR1K1 b - - 1 15,d7c5,-440,198,Tzc1996,k2f4x,black,180,0-1,2026.01.07 00:46:07,0,0,,
k2f4x,https://www.chess.com/game/live/147673646452,6,0,cp,163,,1,13,1,3,48,Ne5+,c6e5,Bxe5,g7e5,r3r3/p2n1kb1/1pN1p2p/3n2p1/3P1p2/7P/PPB2PPB/R3R1K1 w - - 0 25,r3r3/p2n1kb1/1p2p2p/3nN1p1/3P1p2/7P/PPB2PPB/R3R1K1 b - - 1 25,g7e5|d4e5|a8c8|c2d1|f7e7|g2g3|e8f8|a2a3|f8f5|g3f4|d5f4|d1g4|f5e5,-115|-100|-120|-113|-113|-122|-114|-118|-126|-108|-122|-115|-119,-54,Rootqueen,k2f4x,black,180,0-1,2026.01.06 18:59:59,0,0,,
k2f4x,https://www.chess.com/game/live/147673646452,6,1,cp,346,,3,29,1,21,50,Rxe5,e1e5,Bxe5,g7e5,r3r3/p4kb1/1p2p2p/3nn1p1/3P1p2/7P/PPB2PPB/R3R1K1 w - - 0 26,r3r3/p4kb1/1p2p2p/3nR1p1/3P1p2/7P/PPB2PPB/R5K1 b - - 0 26,g7e5|d4e5|a8c8|c2e4|e8d8|a1e1|d5b4|g2g3|b4d3|e4d3|f4g3|e1e3|g3h2|g1h2|d8d4|a2a3|f7g7|h2g3|h6h5|g3g2|h5h4|d3e4|d4d2|b2b4|c8c1|e3b3|c1e1|e4f3|e1e5,-423|-419|-422|-430|-429|-433|-432|-436|-440|-432|-431|-419|-422|-436|-426|-426|-415|-434|-425|-422|-431|-449|-435|-435|-435|-468|-441|-452|-466,79,Rootqueen,k2f4x,black,180,0-1,2026.01.06 18:59:59,0,0,,
k2f4x,https://www.chess.com/game/live/147673646452,6,2,cp,318,,3,37,0,,60,h4,h3h4,Rf8,e8f8,3rr3/p4k2/1pn1p2p/4P1p1/8/6PP/PPB4B/4R1K1 w - - 1 31,3rr3/p4k2/1pn1p2p/4P1p1/7P/6P1/PPB4B/4R1K1 b - - 0 31,e8f8|c2a4|c6e7|h4h5|d8d2|e1c1|e7d5|c1c6|d2b2|g1h1|f7e7|h2g1|b2a2|a4b5|g5g4|c6d6|f8d8|d6c6|a2a1|b5c4|d8f8|c4e2|f8f5|e2g4|f5e5|h1g2|a1a2|g2f3|e7d7|c6c4|a2a3|f3g2|d5e3|g1e3|e5e3|g4d1|e3g3,-424|-417|-426|-429|-451|-448|-432|-429|-477|-451|-471|-472|-475|-460|-480|-483|-476|-473|-457|-463|-479|-507|-523|-524|-513|-512|-520|-510|-529|-522|-525|-537|-531|-515|-536|-585|-638,102,Rootqueen,k2f4x,black,180,0-1,2026.01.06 18:59:59,0,0,,
k2f4x,https://www.chess.com/game/live/147673646452,6,3,cp,837,,8,15,0,,70,Rg7+,g5g7,Kxg7,f7g7,2r5/p4k2/1p2p3/6R1/8/1B4P1/Pr5B/6K1 w - - 1 36,2r5/p4kR1/1p2p3/8/8/1B4P1/Pr5B/6K1 b - - 2 36,f7g7|g1h1|c8c1|h2g1|g7f7|g3g4|b6b5|g4g5|b2e2|a2a4|b5b4|a4a5|e2e1|h1g2|e1g1,-721|-727|-734|-730|-738|-737|-735|-745|-706|-830|-790|-836|-851|-855|-929,-25,Rootqueen,k2f4x,black,180,0-1,2026.01.06 18:59:59,0,1,60,2
k2f4x,https://www.chess.com/game/live/147684270240,13,0,cp,184,,1,13,0,,35,b6,b7b6,Rd7,d1d7,r3r1k1/ppn1p1bp/2p3p1/2B1Pp2/2P2P2/1P4P1/P3N2P/2KR3R b - - 2 18,r3r1k1/p1n1p1bp/1pp3p1/2B1Pp2/2P2P2/1P4P1/P3N2P/2KR3R w - - 0 19,d1d7|b6c5|d7c7|a7a5|h1d1|a5a4|c1b2|a4b3|a2b3|g6g5|d1d7|g8f7|c7c6,291|254|263|256|253|266|258|262|258|252|260|263|275,106,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,0,,
k2f4x,https://www.chess.com/game/live/147684270240,13,1,cp,105,,1,5,0,,41,e6,e7e6,Rxd8,d1d8,3rr1k1/p3p1bp/npp3p1/4Pp2/2P2P2/PP2B1P1/2K1N2P/3R3R b - - 2 21,3rr1k1/p5bp/npp1p1p1/4Pp2/2P2P2/PP2B1P1/2K1N2P/3R3R w - - 0 22,d1d8|e8d8|e2d4|c6c5|d4e6,288|239|240|249|271,156,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,1,35,0
k2f4x,https://www.chess.com/game/live/147684270240,13,2,cp,193,,1,11,1,35,49,Nc7,a6c7,Nd4,e2d4,5bk1/p6p/npp1p1p1/4Pp2/1PP2P2/P3B1P1/4N2P/3K4 b - - 0 25,5bk1/p1n4p/1pp1p1p1/4Pp2/1PP2P2/P3B1P1/4N2P/3K4 w - - 1 26,e2d4|c6c5|d4c6|g8f7|d1c2|f7e8|c6a7|c5b4|a3b4|f8b4|e3b6,270|186|220|229|240|232|223|217|251|226|232,20,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,1,35,0
k2f4x,https://www.chess.com/game/live/147684270240,13,3,cp,634,,6,19,0,,65,Bc5,b4c5,Bxc5+,f2c5,8/p3k2p/1p2p1p1/1P2Pp2/1bP2P2/1K4P1/5B1P/8 b - - 5 33,8/p3k2p/1p2p1p1/1Pb1Pp2/2P2P2/1K4P1/5B1P/8 w - - 6 34,f2c5|e7f7|c5d4|g6g5|c4c5|b6c5|d4c5|f7g6|c5a7|g6h5|b5b6|h5g4|f4g5|g4g5|b6b7|f5f4|g3f4|g5h6|b7b8q,713|715|723|718|712|712|734|748|746|753|831|798|795|857|885|896|1018|1421|1074,14,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,0,,
k2f4x,https://www.chess.com/game/live/147684270240,13,4,cp,118,,1,1,1,5,79,Kc8,b8c8,Kxc5,b6c5,1k6/8/1K2p1p1/2p1Pp1p/2P2P1P/6P1/8/8 b - - 0 40,2k5/8/1K2p1p1/2p1Pp1p/2P2P1P/6P1/8/8 w - - 1 41,b6c5,1013,881,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,1,65,3
k2f4x,https://www.chess.com/game/live/147684270240,13,5,cp,163,,1,1,1,1,83,Kc8,d8c8,Kxe6,d6e6,3k4/8/3Kp1p1/2p1Pp1p/2P2P1P/6P1/8/8 b - - 4 42,2k5/8/3Kp1p1/2p1Pp1p/2P2P1P/6P1/8/8 w - - 5 43,d6e6,1158,958,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,0,1,65,3
k2f4x,https://www.chess.com/game/live/147684270240,13,6,cp,290,,2,13,1,,89,Kc7,b6c7,Kxc5,d5c5,8/8/1k2P1p1/2pK1p1p/2P2P1P/6P1/8/8 b - - 0 45,8/2k5/4P1p1/2pK1p1p/2P2P1P/6P1/8/8 w - - 1 46,d5c5|c7c8|c5d6|c8d8|c4c5|d8c8|c5c6|c8b8|e6e7|b8a7|c6c7|a7b6|c7c8q,0|0|0|0|0|0|0|0|0|0|0|0|0,1072,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,1,0,,
k2f4x,https://www.chess.com/game/live/147684270240,13,7,mate,,15,0,19,1,,91,Kd8,c7d8,Kd5,c5d5,8/2k5/4P1p1/2K2p1p/2P2P1P/6P1/8/8 b - - 0 46,3k4/8/4P1p1/2K2p1p/2P2P1P/6P1/8/8 w - - 1 47,c5d5|d8c7|c4c5|c7c8|c5c6|g6g5|e6e7|c8b8|e7e8q|b8c7|e8e7|c7b6|e7c5|b6c7|c5a7|c7c8|a7d7|c8b8|d7b7,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,1,0,,
k2f4x,https://www.chess.com/game/live/147684270240,13,8,mate,,11,0,13,1,,93,Ke8,d8e8,e7,e6e7,3k4/8/3KP1p1/5p1p/2P2P1P/6P1/8/8 b - - 2 47,4k3/8/3KP1p1/5p1p/2P2P1P/6P1/8/8 w - - 3 48,e6e7|e8f7|d6d7|f7g7|e7e8q|g6g5|f4g5|g7h7|g5g6|h7h6|e8f7|f5f4|f7h7,0|0|0|0|0|0|0|0|0|0|0|0|0,0,k2f4x,bgrill0,white,180,1-0,2026.01.07 00:49:11,1,0,,
k2f4x,https://www.chess.com/game/live/147682538158,10,0,cp,396,,3,3,1,5,60,Qxa5,a7a5,d5,d6d5,5b2/Q1p1q1kp/3p2p1/pP6/3PB3/2P1K1P1/7P/8 w - - 0 31,5b2/2p1q1kp/3p2p1/QP6/3PB3/2P1K1P1/7P/8 b - - 0 31,d6d5|a5a7|e7e4,-371|-409|-480,0,chessspeakforitse1f,k2f4x,black,180,0-1,2026.01.06 23:33:05,0,0,,
k2f4x,https://www.chess.com/game/live/147682538158,10,1,cp,435,,4,13,1,,64,Qxb6,a5b6,Qxe4+,e7e4,5b2/4q1kp/1p4p1/Q2p4/3PB3/2P1K1P1/7P/8 w - - 0 33,5b2/4q1kp/1Q4p1/3p4/3PB3/2P1K1P1/7P/8 b - - 0 33,e7e4|e3f2|h7h5|b6c7|f8e7|f2g1|h5h4|c7d7|g7h6|g1f1|e4f3|f1e1|f3c3,-399|-412|-433|-426|-448|-483|-476|-525|-572|-546|-578|-558|-586,-14,chessspeakforitse1f,k2f4x,black,180,0-1,2026.01.06 23:33:05,1,0,,
k2f4x,https://www.chess.com/game/live/147682538158,10,2,cp,112,,1,7,1,,72,Qb6,b5b6,Qc2+,e4c2,8/4bk2/6p1/1Q1p3p/3Pq3/2P3P1/5K1P/8 w - - 0 37,8/4bk2/1Q4p1/3p3p/3Pq3/2P3P1/5K1P/8 b - - 1 37,e4c2|f2f1|c2c1|f1g2|c1d2|g2h1|d2c3,-514|-511|-498|-510|-481|-520|-497,413,chessspeakforitse1f,k2f4x,black,180,0-1,2026.01.06 23:33:05,1,0,,
k2f4x,https://www.chess.com/game/live/147682538158,10,3,cp,319,,3,3,1,,76,Qxg3,b8g3,Bh4,e7h4,1Q6/4bk2/6p1/3p4/3Pq3/2P3p1/5K1P/8 w - - 0 39,8/4bk2/6p1/3p4/3Pq3/2P3Q1/5K1P/8 b - - 0 39,e7h4|g3h4|e4h4,-751|-868|-819,486,chessspeakforitse1f,k2f4x,black,180,0-1,2026.01.06 23:33:05,1,0,,
k2f4x,https://www.chess.com/game/live/147684355900,14,0,cp,120,,1,19,0,,26,Bb3,c2b3,Qxd1,d8d1,r2q1rk1/pbp1n1bp/1p3pp1/2n1p3/2P1P3/2N2NB1/PPB2PPP/R2QR1K1 w - - 2 14,r2q1rk1/pbp1n1bp/1p3pp1/2n1p3/2P1P3/1BN2NB1/PP3PPP/R2QR1K1 b - - 3 14,d8d1|a1d1|a7a5|b3c2|e7c6|h2h4|f8d8|h4h5|c6b4|c2b1|c7c6|f3h4|g8f7|f2f4|b4d3|b1d3|c5d3|e1e2|e5f4,-93|-81|-89|-95|-90|-95|-92|-91|-93|-89|-90|-79|-77|-79|-72|-80|-62|-72|-94,-37,ImissMateIn1,k2f4x,black,180,1-0,2026.01.07 00:53:10,0,0,,
k2f4x,https://www.chess.com/game/live/147684822990,16,0,cp,357,,3,3,1,,35,Bxa1,g7a1,Ne7+,d5e7,r1q2rk1/pb4bp/1p4p1/2pN4/2P5/1P1QBP2/P5PP/R4RK1 b - - 0 18,r1q2rk1/pb5p/1p4p1/2pN4/2P5/1P1QBP2/P5PP/b4RK1 w - - 0 19,d5e7|g8h8|e7c8,496|483|511,126,k2f4x,Daddy432,white,180,1-0,2026.01.07 01:15:08,1,0,,
k2f4x,https://www.chess.com/game/live/147685341350,20,0,cp,151,,1,33,1,,18,e5,e4e5,Nf5,e7f5,rn1q1rk1/pbp1npb1/1p1pp1pp/8/3PP2P/2N1BN2/PPP1BPP1/R2QR1K1 w - - 0 10,rn1q1rk1/pbp1npb1/1p1pp1pp/4P3/3P3P/2N1BN2/PPP1BPP1/R2QR1K1 b - - 0 10,e7f5|e5d6|c7d6|e2d3|f5e3|e1e3|b8c6|c3e2|e6e5|d4e5|c6e5|f3e5|g7e5|d3e4|b7e4|e3e4|f8e8|e2c3|e5c3|e4e8|d8e8|b2c3|e8e5|h4h5|g6g5|d1d3|a8c8|a1d1|c8c3|d3d6|e5d6|d1d6|c3c2,-96|-90|-97|-89|-95|-96|-97|-82|-98|-85|-89|-101|-87|-112|-91|-79|-111|-113|-99|-98|-120|-115|-99|-85|-100|-92|-97|-77|-101|-105|-85|-108|-109,-62,ClashofScience,k2f4x,black,180,0-1,2026.01.07 01:39:49,1,0,,
k2f4x,https://www.chess.com/game/live/147685341350,20,1,cp,522,,5,7,1,,44,f3,f2f3,Nxg3,f5g3,6k1/Nb3pb1/2p1p1pp/1p2Pn2/7P/6B1/PPP2PP1/3B2K1 w - - 1 23,6k1/Nb3pb1/2p1p1pp/1p2Pn2/7P/5PB1/PPP3P1/3B2K1 b - - 0 23,f5g3|g1f2|g7e5|f3f4|g3h1|f2g1|e5b2,-537|-504|-512|-521|-559|-514|-546,0,ClashofScience,k2f4x,black,180,0-1,2026.01.07 01:39:49,1,0,,
k2f4x,https://www.chess.com/game/live/147684867638,17,0,cp,207,,2,1,1,1,23,Qxb4,b6b4,Bxb4,c3b4,1n2kb1r/5ppp/1qp1pn2/3p4/1Q1P4/r1B1P3/P4PPP/RN2K1NR b KQk - 0 12,1n2kb1r/5ppp/2p1pn2/3p4/1q1P4/r1B1P3/P4PPP/RN2K1NR w KQk - 0 13,c3b4,-485,-704,k2f4x,marvin36423,white,180,1-0,2026.01.07 01:17:16,0,0,,
k2f4x,https://www.chess.com/game/live/147684867638,17,1,cp,177,,1,11,1,7,53,Kf6,e7f6,Nd7+,c5d7,8/4k2p/2p1p1p1/1rN2p2/1n1Pp3/4P3/2r2PPP/1R1R2K1 b - - 5 27,8/7p/2p1pkp1/1rN2p2/1n1Pp3/4P3/2r2PPP/1R1R2K1 w - - 6 28,c5d7|f6e7|d7e5|e7d6|b1a1|b4a2|e5c4|d6d5|c4a3|c2b2|a3b5,-110|-104|-98|-104|-107|-115|-161|-209|-190|-236|-195,-295,k2f4x,marvin36423,white,180,1-0,2026.01.07 01:17:16,0,0,,
k2f4x,https://www.chess.com/game/live/147684867638,17,2,cp,120,,1,9,0,,63,Rc4,c2c4,Kf1,g1f1,8/7p/4pkp1/5p2/1p1P3P/1R2P3/2r2PP1/6K1 b - - 1 32,8/7p/4pkp1/5p2/1prP3P/1R2P3/5PP1/6K1 w - - 2 33,g1f1|e6e5|d4e5|f6e5|b3d3|e5e4|d3d2|f5f4|e3f4,-109|-131|-76|-79|-120|-118|-86|-111|-110,-202,k2f4x,marvin36423,white,180,1-0,2026.01.07 01:17:16,0,0,,
k2f4x,https://www.chess.com/game/live/147684867638,17,3,cp,636,,6,7,1,,71,Ke6,f6e6,d7,d6d7,8/7p/3P1kp1/4pp2/1pr5/3RPP2/6P1/6K1 b - - 0 36,8/7p/3Pk1p1/4pp2/1pr5/3RPP2/6P1/6K1 w - - 1 37,d6d7|e5e4|d3d1|c4c1|d7d8q|c1d1|d8d1,590|650|597|667|615|637|632,-22,k2f4x,marvin36423,white,180,1-0,2026.01.07 01:17:16,1,1,63,2
k2f4x,https://www.chess.com/game/live/147684867638,17,4,mate,,5,0,9,1,,75,Rd1,c1d1,Rxd1,d3d1,8/3P3p/4k1p1/4pp2/1p6/3RPP2/6PK/2r5 b - - 2 38,8/3P3p/4k1p1/4pp2/1p6/3RPP2/6PK/3r4 w - - 3 39,d3d1|f5f4|d7d8q|h7h5|d1d6|e6f7|d8c7|f7f8|d6d8,0|0|0|0|0|0|0|0|0,645,k2f4x,marvin36423,white,180,1-0,2026.01.07 01:17:16,1,0,,
k2f4x,https://www.chess.com/game/live/147684423704,15,0,cp,158,,1,5,0,,31,Nf6,d7f6,Qc6+,e4c6,rq2k2r/3nbppp/p2pp3/1p6/4QP2/4P1P1/PPPBNK1P/R6R b kq - 0 16,rq2k2r/4bppp/p2ppn2/1p6/4QP2/4P1P1/PPPBNK1P/R6R w kq - 1 17,e4c6|e8f8|a2a4|b5b4|d2b4,-1|-13|-19|-6|-9,-161,k2f4x,Aki_akiii,white,180,0-1,2026.01.07 00:56:20,0,0,,
k2f4x,https://www.chess.com/game/live/147684423704,15,1,cp,114,,1,25,0,,81,Rf8,d8f8,Qxf8+,f2f8,3r4/6kp/3q2p1/3p4/1p2p1PP/1Pb1P3/2N2QK1/5R2 b - - 5 41,5r2/6kp/3q2p1/3p4/1p2p1PP/1Pb1P3/2N2QK1/5R2 w - - 6 42,f2f8|d6f8|f1f8|g7f8|g4g5|f8e7|g2g3|c3d2|g3g2|e7e6|g2h2|e6d6|h2g2|d6e6|g2h2|e6f5|h2h3|d2c3|h3g3|c3e5|g3g2|e5c3|g2h3|d5d4|e3d4,-114|-120|-145|-135|-165|-139|-140|-116|-118|-213|-167|-142|-146|-144|-165|-126|-187|-172|-115|-120|-204|-123|-288|-345|-282,-217,k2f4x,Aki_akiii,white,180,0-1,2026.01.07 00:56:20,0,0,,
